IDCabang,KategoriKota,Wilayah,JumlahNasabahAktif,JumlahTeller,JumlahPegawai,JumlahATM,LuasCabang_m2,UmurCabang_tahun,JamOperasionalPerHari,TransaksiHarian,TransaksiBulanan,SkorKepuasanNasabah,KodeInternal,BiayaOperasional_jutaPerBulan
CBG01938,Kota Kecil,Kalimantan,4734,7,19,4,329.0,20,7.6,315,6937,4.04,4982,232.13
CBG00140,Kota Kecil,Jawa Tengah,5578,7,18,5,356.0,4,6.0,399,8772,3.09,3138,232.53
CBG01983,Kota Besar,Jawa Barat,4797,7,22,3,485.0,16,7.4,401,8858,3.55,8200,250.36
CBG00283,Kota Besar,Jawa Barat,7382,8,22,5,403.0,45,8.9,475,10527,3.31,1542,313.47
CBG00259,Kota Kecil,Jawa Barat,3145,5,17,3,294.0,7,8.0,260,5687,,7948,225.78
CBG00617,Metro,Kalimantan,12187,11,26,6,649.0,30,6.2,761,16749,4.06,2770,382.93
CBG02083,Metro,Sulawesi,7975,10,30,4,401.0,44,7.0,471,10399,4.61,2055,358.51
CBG02092,Kota Kecil,Sulawesi,6296,8,25,5,328.0,15,8.2,452,10007,3.31,4779,272.6
CBG00726,Kota Besar,Jawa Barat,5710,9,23,3,509.0,31,6.8,344,7652,4.62,4726,292.67
CBG01637,Kota Kecil,Jawa Barat,7814,9,29,6,498.0,40,9.5,609,13318,3.83,1360,335.32
CBG02087,Metro,Kalimantan,7342,8,21,5,579.0,20,8.3,540,11921,4.25,3857,342.43
CBG00678,Metro,Jawa Tengah,11564,13,31,7,546.0,30,7.9,775,16833,4.41,6564,392.98
CBG01946,Kota Besar,Jawa Timur,7275,8,18,4,349.0,13,8.0,526,11557,4.33,4645,286.69
CBG01153,Kota Kecil,Kalimantan,5969,6,18,4,309.0,9,7.9,371,8207,4.19,3811,248.72
CBG01921,Metro,Jawa Barat,9732,11,26,7,502.0,19,7.4,645,14169,,7711,364.15
CBG00056,Kota Kecil,Sulawesi,8854,9,22,6,492.0,6,6.6,652,14434,3.64,1869,288.32
CBG01947,Kota Besar,Indonesia Timur,2826,5,14,2,444.0,45,9.1,294,6466,3.54,4565,231.37
CBG02212,Kota Besar,Jawa Timur,2545,4,13,2,114.0,44,7.9,224,4936,4.14,6223,187.03
CBG01412,Kota Kecil,Kalimantan,4580,8,24,2,463.0,18,8.6,388,8548,3.84,1410,238.26
CBG02198,Metro,Sulawesi,4878,7,27,5,332.0,2,8.3,384,8423,4.35,4389,274.44
CBG01289,Metro,Sumatera,5333,6,21,4,331.0,37,7.6,341,7526,3.53,9993,276.89
CBG00167,Kota Besar,Jawa Barat,9182,9,22,4,576.0,32,7.0,632,13938,3.91,2657,330.77
CBG02846,Kota Besar,Jawa Barat,4629,5,17,3,,17,7.6,326,7156,4.04,1081,234.21
CBG00873,Kota Kecil,Jawa Tengah,3817,6,20,4,332.0,5,9.3,274,6038,4.45,9073,208.55
CBG01362,Kota Kecil,Sulawesi,3379,5,14,2,296.0,7,7.7,320,7050,3.59,4335,180.22
CBG00888,Kota Kecil,Indonesia Timur,4169,5,16,3,323.0,1,8.0,348,7593,2.99,6302,219.42
CBG00889,Kota Kecil,Sulawesi,4750,6,15,2,358.0,21,7.7,406,8896,3.82,8334,212.32
CBG02422,Metro,Jawa Tengah,9453,9,25,6,492.0,7,7.9,542,11931,4.23,6744,341.99
CBG02391,Kota Besar,Jawa Barat,9119,9,23,5,372.0,30,9.1,552,12102,3.96,8470,329.92
CBG02423,Kota Besar,Kalimantan,1573,3,12,1,269.0,40,7.2,66,1452,3.87,7347,156.16
CBG00499,Kota Besar,Sumatera,5112,5,17,5,393.0,30,11.5,428,9364,3.99,2398,271.21
CBG00715,Metro,Sumatera,10371,8,23,5,508.0,11,8.5,705,15488,3.69,2955,341.07
CBG02700,Kota Besar,Jawa Tengah,6544,10,29,5,524.0,4,7.0,481,10588,4.35,3142,288.35
CBG01057,Kota Besar,Sumatera,9055,9,29,6,469.0,40,8.2,607,13343,4.75,9389,340.37
CBG02713,Kota Besar,Sulawesi,3931,5,18,3,,34,7.1,260,5762,4.15,7656,221.88
CBG00365,Kota Besar,Sulawesi,7913,9,19,5,508.0,19,8.9,573,12605,4.59,4019,297.11
CBG02983,Kota Kecil,Jawa Timur,5811,6,19,4,362.0,8,8.1,321,7082,4.09,6253,243.94
CBG02284,Kota Kecil,Sulawesi,3144,4,15,4,329.0,32,6.9,217,4765,4.25,1086,200.03
CBG01728,Kota Besar,Sumatera,10002,9,26,6,492.0,42,8.6,739,16327,3.28,7132,352.74
CBG01982,Kota Besar,Kalimantan,7348,8,22,6,,17,8.0,511,11228,4.32,5862,300.21
CBG02984,Metro,Indonesia Timur,9195,9,25,3,522.0,34,6.4,689,15203,4.2,5828,364.7
CBG00801,Kota Besar,Indonesia Timur,3485,3,13,6,288.0,22,10.0,311,6855,3.56,4953,219.4
CBG00618,Kota Kecil,Jawa Timur,3632,5,15,1,358.0,11,8.7,310,6827,4.08,7415,183.21
CBG02848,Kota Kecil,Sumatera,4656,7,18,3,405.0,15,8.8,431,9406,4.21,1754,234.9
